tweet_tokens,pos_tags,label
Apple CEO apologizes for error-ridden new map app : Apple CEO Tim Cook apologized Friday for the co ... http://t.co/Zo2WFDko #coreformulas,"^ N N P N A N N , ^ ^ ^ ^ V ^ P D ^ , U #",objective
 @LATACO : Playground x Deadline ~ This Saturday : Meet and Greet with Nipsey Hussle and Dom Kennedy ... http://t.co/wz33jpU5  @mrpeniche,", @ ~ ^ G N G D ^ , V & V P ^ ^ & ^ ^ , U , @",neutral
"Sprint takes control of Clearwire ; now owns 51% stake , may buy it outright http://t.co/PcPAotps","^ V N P ^ , R V $ N , V V O A U",neutral
@_SchoolBoyJ you have a Top 5 SG with 2 6th men . and you left off Monta Ellis,"@ O V D A $ ^ P $ A N , & O V T ^ ^",neutral
"Ugh had ISS today , gonna have it tomorrow too -_- #gay","! V ^ N , V V O N R E #",objective
How are they going to act in new york with the subways out ? They better clutch it out like Eli Manning 4th quarter,"R V O V P V P A N P D N P , O A N O T P ^ ^ A N",neutral
"Melissa McCarthy , Jane Lynch make Emmy night Chicagoriffic http://t.co/IFUMgLTV","^ ^ , ^ ^ V ^ N G U",neutral
It's Josh Bradley's birthday tomorrow . So what time is the party ? LOL,"L ^ Z N N , P O N V D N , !",positive
"Monta Ellis : "" We can be between the 4th and the 6th place in the East ""","^ ^ , , O V V P D A & D A N P D ^ ,",objective
"David Haye claims a fight with Vitali Klitschko "" has been agreed "" , according to the Sun . Better start protecting that big toe David ...","^ ^ V D N P ^ ^ , V V V , , V P D ^ , R V V D A N ^ ,",positive
New York Knicks vs . Brooklyn Nets Season Opener Rescheduled for November 26 : The game between the New York Knick ... http://t.co/DfE2gPvV,"A ^ ^ ^ , ^ ^ N N V P ^ $ , D N P D ^ ^ ^ , U",objective
@25whitney if you don't by break time tomorrow that is my second team ! I would already have them if Gary Carter was in the set ...,"@ P O V P V N N P V D A N , O V R V O P ^ ^ V P D N ,",objective
Charles Dickens may just have been me in another life . #thisisme http://t.co/Jb70qAyi,"^ ^ V R V V O P D N , # U",neutral
"Cheaper carbon replaces silicon in solar panels : Tweet Washington , Nov 1 ( IANS ) Researchers have built the first ... http://t.co/KStn4Stl","A N V N P A N , V ^ , ^ $ , ~ , ^ V V D A , U",neutral
"Rest in peace Star Wars conceptual artist Ralph McQuarrie , May the force be with you my friend","N P N N N A N ^ ^ , V D N V P O D N",neutral
get your tickets for the OFFICAL SOUTH ALABAMA FOOTBALL JUMPOFF !! only $5 !!!! Club insanity SEPT 1 !!!,"V D N P D ^ ^ ^ N N , A $ , N N ^ $ ,",positive
"After I tweeted about @MTLgazette Gary Carter photo #facepalm , they removed the Mets photo . 2nd choice almost as bad , Kid holding Mets cap .","P O V P @ ^ ^ N # , O V D ^ N , $ N R R A , ^ V ^ N ,",negative
The Nuggets kick off their season tonight and we're hosting Nuggets fans THIS Saturday to watch the Miami Heat ... http://t.co/MwFf92pA,"D N N P D N R & L V ^ N D ^ P V D ^ ^ , U",objective
Eight bookings for West Ham ? Eight ! That whirring sound you hear may be the late Bobby Moore etc etc ...,"$ N P ^ ^ , $ , O V V O V V V D A ^ ^ ^ G ~",neutral
"Even our power point in TOK didn't want to do anything today , so it changed the language . #Friday #TOKadventures http://t.co/uLo1SVP5","R D N N P ^ V V P V N N , P O V D N , ^ # U",negative
New post on blog ! Hope to see you all this Saturday @mycloset_italia CESENA ! With @happinessbrand fam too !... http://t.co/KW8Q1GQK,"A N P N , V P V O D D ^ @ ^ , P @ N R , U",positive
ATTN : RUNWAY CLASS FOR TONIGHT NOV 1st IS CANCELLED . Sorry for the inconvenience . It will be rescheduled for next ... http://t.co/xewznlnt,"N , N N P R ^ $ V V , A P D N , O V V V P A , U",negative
"Friday's CNET Update is playing One Republic : Apple CEO says sorry for iOS 6 map mess Apple CEO Tim Cook has said he was "" extremely sorr","Z ^ ^ V V $ N , ^ ^ V A P ^ $ N V ^ ^ ^ ^ V V O V , R A",negative
RT @RoxyReynolds : 007 in Detroit wed august 17th I'll be dancing live !!!!! D town stand up !!! Get ready its going down !,"~ @ ~ $ P ^ ^ ^ $ L V V A , ^ ^ V T , V A L V T ,",neutral
"Nicki Minaj flashes a nipple on Good Morning America , youLve gotta see it , AfgHAN SAYs So http://bit.ly/rg5jPa","^ ^ V D N P A N ^ , ^ V V O , ^ V R U",positive
The Big L is strictly gunplay I run thru church n pistol whip the priest every Sunday . DAMN :|,"D ^ ^ V R ^ O V P N & N V D N D ^ , ! E",negative
#stamps The U.S. Postal Service made a special delivery Saturday at the L.A. Times Festival of Books ' Poetry Sta ... http://t.co/1sstWZ4Z,"# D ^ ^ N V D A N ^ P D ^ ^ ^ P ^ , N G ~ U",neutral
listening to POETIC JUSTICE for the 1st time #DontJudgeMe,V P A N P D A N #,objective
"Just had the amazing @JessGallagher86 pick up her bespoke fascinator for Derby tomorrow , love this time of year #MelbCupCarnival","R V D A @ V T D N N P ^ N , V D N P N #",positive
@felliiiisha come over tomorrow ? :) my mom isn't staying there with me she has to stay with the big dogs at the old house until Gordon,"@ V P N , E D N V V R P O O V P V P D A N P D A N P ^",positive
My July 18 Buy recommendation for HF with a TP of KES20 http://t.co/mv17FNBQ,D ^ $ A N P ^ P D N P ^ U,positive
#Spurs striker Emmanuel Adebayor will miss Thursday's #UEL game against #Lazio with a hamstring injury .,"^ ^ ^ ^ V V Z ^ N P ^ P D N N ,",objective
Igor Sechin : Rosneft's Kremlin hard man comes out of the shadows | Business | http://t.co/WH90b1NQ http://t.co/xbPmNYtA,"^ ^ , Z ^ A N V P P D N G N G U U",positive
"Andre's Wigan Warning - #COYS Official Site Wigan might currently occupy 15th place in the Premier League ,... http://t.co/3mo7WIWd","Z ^ N , # A N ^ V R V A N P D ^ ^ , U",neutral
Think I'm gonna have to have a MaccyD Breakfast on the ways to Spurs tomorrow ;),V L V V P V D ^ N P D N P ^ N E,neutral
Sat down to watch Michael Jackson this is it on DVD xx,V T P V ^ ^ O V O P ^ E,neutral
"@MissPawee yes , it's doable . I was at BKK from march 1-4 at night then flew to europe on march 5 in the morning .","@ ! , L A , O V P ^ P ^ $ P N R V P ^ P ^ $ P D N ,",positive
If Robbie keane score 10 goals tonight i may like him .,"P ^ ^ N $ N R O V V O ,",neutral
"Right then .. diet starts Monday , probably not the wisest choice with christmas coming up .. but im gonna smash it !!","R R , N V ^ , R R D A N P ^ V T , & L V V O ,",positive
 Build a Nation  heard it today for the first time .... * fist pump in the air * RT @galamolabi : Who run the world remix with nicki minaj @Boity,", V D N , V O N P D A N , , N V P D N , ~ @ ~ O V D N N P ^ ^ @",neutral
"Back in the day when Catholics ate fish every Friday , our school thought it'd serve for lunch the best of both worlds : tunafish hot dogs .","R P D N R ^ V N D ^ , D N V L V P N D A P D N , D A N ,",neutral
Is about to go see The Help !! Can't wait for Final Destination 5 on Friday !!,"V P P V V D N , V V P A N $ P ^ ,",objective
@RaggyRach next Wednesday going to the Disney one . No chance Avril will go to the universal night #wimp,"@ A ^ V P D N $ , D N ^ V V P D A N #",negative
"Mixin it up . Playlist from the Winans "" Tomorrow "" to @kirkfranklin's "" Today "" to @InsideJMoss "" Good day "" to @therealmarymary "" It is well "" YUP !","V O T , N P D ^ , N , P Z , N , P @ , A N , P @ , O V R , ! ,",positive
My teachers call themselves givng us candy .... wasn't even the GOOD stuff . I might go to Walmart or CVS tomorrow/,"D N V O V O N , V R D A N , O V V P ^ & ^ N",negative
"Mark Martin qualifies 3rd at Charlotte . Giddy about racing still says "" When I stop racing I will still compete "" http://t.co/vzdEi8LX","^ ^ V $ P ^ , A P N R V , R O V N O V R V , U",positive
"The U16s game with shotton has been called off due to a waterlogged pitch , so they're now going to llani on wednesday night . Sorry lads !","D ^ N P ^ V V V T R P D A N , P L R V P ^ P ^ N , A N ,",positive
Loved the hair style from Friday's Jason Wu #NYFW show ? We're giving you the step-by-step to recreate the look http://t.co/ToqV0jJC,"V D N N P Z ^ ^ ^ N , L V O D A P V D N U",positive
who's going to the pottstown football game friday ?,"L V P D ^ N N ^ ,",neutral
@investwatchdog Interested ? My EXCLUSIVE : TD Bank denies allegation it aided $7-billion Ponzi fraud ; 2nd only to Madoff http://t.co/bQ9QqRQa,"@ A , D A , ^ ^ V N O V $ N N , $ R P ^ U",positive
@Becker_Boris It's almost 2 am in BKK but I can't sleep after the game . It isn't the 1st time we lost cuz of ref .,"@ L R P V P ^ & O V V P D N , O V D A N O V P P N ,",negative
"Proud of Aishwarya's French honour : Big B : Mumbai , Nov 2 ( IANS ) Megastar Amitabh Bachchan says he is proud that ... http://t.co/x5721z5E","A P Z ^ N , A N , ^ , ^ $ , ~ , N ^ ^ V O V A P , U",positive
BOZO PORNO CIRCUS with EBM Dollz Live October 27 in San Antonio at BackStage Live ! http://t.co/QohYJ2rJ via @BozoPornoCircus,"N ^ ^ P ^ ^ ^ ^ $ P ^ ^ P ^ ^ , U P @",objective
"Hey @jakeowen , feel like coming to Edmonton on the 11th with your tour buddies @FLAGALine ? #wouldntmind #summerjam","! @ , V P V P ^ P D $ P D N N @ , # #",neutral
Dee Dee Ramone's exhibition of visual work opens tomorrow ! Dee Dee & Shepard Fairey prints for sale at the opening ! FRIDAY 8PM-11PM,"^ ^ Z N P A N V N , ^ ^ & ^ ^ N P N P D N , ^ $",positive
Bayern lost 1-2 to Bayer Leverkusen Sunday . They remain at the top of the table and are allowed to slip up one ... http://t.co/vtA4m9XU,"^ A $ P ^ ^ ^ , O V P D N P D N & V A P V T $ , U",neutral
"Drove the bike today , about 40 miles . Felt like Jim carrey on me myself and Irene !","V D N N , P $ N , V P ^ ^ P O O & ^ ,",positive
I love watching Mersey side derbys but you just know Mariner will ruined it in the 1st 10 minutes,O V V ^ N N & O R V ^ V V O P D A $ N,neutral
"I get a night out tonight ! Going to see Cowboys vs . Aliens because I'll see anything with a name like that , and then the oven door fell off .","O V D N P N , V P V ^ ^ , N P L V N P D N P O , & R D N N V T ,",neutral
Pakistan hopeful of Bangladesh visit : Pakistan's cricket board said Sunday it hopes to arrange a tour by Banglad ... http://t.co/raBnxJ2P,"^ A P ^ N , Z N N V ^ O V P V D N P ^ , U",positive
Win or lose I think most Dallas fans would agree it's just great to play in games as big as this one tonight again after yrs of mediocrity .,"V & V O V R ^ N V V L R A P V P N P A P D $ N R P N P N ,",positive
The posters for Need/Want/Crave have arrived & will be up at the Leicester Square Theatre from tomorrow or Friday . Just under a month to go .,"D N P V V V & V V T P D ^ ^ ^ P N & ^ , R P D N P V ,",objective
Black Lion is where it's at tonight ! 236 Auburn ave ! Shout out to @LACEHGE !,"^ ^ V R L P N , $ ^ ^ , V T P @ ,",neutral
every time i listen to promise by Romeo Santos the 1st person who comes to mind is @manndy23 :)),D N O V P V P ^ ^ D A N O V P N V @ E,positive
"@Megan_Gunderson tomorrow is casimir pulaski day , and we have school . im asking mr. otool why tomorrow ! wanna join me ?","@ N V ^ ^ N , & O V N , L V ^ ^ R N , V V O ,",objective
"Han mon dieu le remix de I am the best dans Dream High 2 , je meurs XDDD","^ ^ N N N P O V D A N V A $ , ^ ^ E",positive
- Joseph Prince ( FB ): Jesus is not present to find fault with you today . You may have been raised in ... Jesus is n ... http://t.co/yycb7Qc6,", ^ ^ , ^ , ^ V R V P V N P O N , O V V V V P , ^ V & ~ U",positive
"Yes , it is us : "" Black Triangle Sighting in Plainfield , Illinois on January 4th 2000 - Large triangle ... http://t.co/gNrCFo6o "" #aliens","! , O V O , , ^ ^ N P ^ , ^ P ^ A $ , A N , U , #",positive
@PHSamsungMobile My 4th of July song is ' Ito Ang Gusto Ko ' by Francis M . ( Best for Independence Day here in the PH ) #GalaxyPlayTrackoftheDay,"@ D A P ^ N V , ^ ^ ^ ^ , P ^ ^ , , A P ^ N R P D ^ , #",negative
We're experiencing some issues with Fuel TV ( Ch 39 ) . Should be back up Friday or Monday .,"L V D N P ^ N , G $ , , V V R P ^ & ^ ,",negative
"The Lorax paid us a surprise visit , checking the place out for Saturday . Come meet him 11/3 from 10-2 ! http://t.co/JJIicH4D","D N V O D N N , V D N P P ^ , V V O $ P $ , U",positive
News of the day - Oct 17 - Michael Clarke determined to see Australia at ... : http://t.co/bzT1oogu via @youtube,"N P D N , ^ $ , ^ ^ V P V ^ P , , U P @",neutral
"Realized that I've just spent Halloween , super bowl Sunday , and my last two birthdays either in the library , or in a computer lab ..","V O L R V ^ , A N ^ , & D A $ N R P D N , & P D N N ,",negative
"Have you picked up your December issue of WDC yet ? It includes a full in-depth review of Nikon's D600 ,... http://t.co/aM5297hY","V O V T D ^ N P ^ R , O V D A A N P Z $ ~ U",positive
@Thinktastic are sponsoring the Education initiative of the year Award at #SocietyAwards12 tomorrow . Good luck to those shortlisted .,"@ V V D N N P D N N P ^ N , A N P O A ,",neutral
" @Ilovedoobz : @Patty_flipping I did , the other new is in today , northern lights ......  I get payed tomorrow !",", @ ~ @ O V , D A A V P N , A N , , O V V N ,",objective
"Asikkk nanti di konser Java Jazz ada kak Sierranya , hmm it's a good news ! *lirik @SierraSoetedjo","^ ^ ^ ^ ^ ^ G G ^ , ! L D A N , G @",neutral
"Dang , Forrest didn't get it done . :/","! , ^ V V O V , E",negative
@GuillemBalague @SkySports He has 3 years left on his deal so AFC's resistance may be to strong . Where do you predict Espanyol will finish ?,"@ @ O V $ N V P D N P Z N V V P A , R V O V ^ V V ,",objective
"#3DT Make sure you find your self at the "" S.E.C "" THiS Thursday for $3 Thursdays !!! $3 w/ College ID $5 w/ Reg . ID til 11pm !!! #iParty","# V A O V D N P D , N , D ^ P $ ^ , $ P N L $ P ^ , L P $ , #",positive
Fact of the day ; Halloween night is Papa John's second busiest night of the year behind Super Bowl Sunday .,"N P D N , ^ N V ^ Z A A N P D N P ^ ^ ^ ,",objective
"2NE1 rocks Okinawa with stylish airport fashion : On 2012 October 28th , http://t.co/QBdMM5RK","^ V ^ P A N N , P $ ^ $ , U",neutral
March Fourth Marching Band is sound checking and sounds awesome . Don't miss this show tonight .,"^ ^ ^ ^ V V V & V A , V V D N N ,",neutral
"I posted 12 photos on Facebook in the album "" Super Sunday wid Shobhit Bhatia ...... "" http://t.co/9DYtiAxO","O V $ N P ^ P D N , ^ ^ P ^ ^ , , U",objective
@MILANSOLO Thanks for your many tweets tonight Milan . Can't believe I was in the wrong place ( MilansOfficial ) . You made all fans so happy .,"@ N P D A N R ^ , V V O V P D A N , ^ , , O V D N P A ,",positive
@broadwaybabyto Currently at the London Children's Museum . Then #dragonslive later . Then to Goderich until tomorrow .,"@ R P D ^ Z ^ , R # R , R P ^ P N ,",neutral
Congratulations to all the idiots rioting in nth London tonight - suppose we'll see you in the education related protests soon #singlecell,"N P X D N V P N ^ N , A L V O P D N A N R #",neutral
Clearwire Investor Demands Sale of Spectrum : Sprint Nextel may have designs on the struggling cellphone network ... http://t.co/53yUH7Hv,"^ N N N P N , ^ ^ V V N P D A N N , U",neutral
"Brook Lopez gets a short shot +1 , #brooklynnets lead 71-56 w/ 4:20 to play in the 3rd quarter . #hellobrooklyn","^ ^ V D A N $ , # V $ P $ P V P D A N , #",objective
@BeingSelfMadee Man I'm thinking as hard as a 12 inch dick on a Saturday morning that has to pee as bad a race horse at the Kentucky derby,@ ! L V R A P D $ N N P D ^ N P V P V R A D N N P D ^ N,positive
"If you want to see an exciting finish to the 2005 UT at Bama game , check out CSS right now . 4th quarter 3-3 .","P O V P V D A N P D $ ^ P ^ N , V T ^ R R , A N $ ,",neutral
"@Jackieee_leen lol I'm talk to my sister , tomorrow I think she was talking prince royce , but idk ! She's inlove with Romeo santos !","@ ! L V P D N , N O V O V V ^ ^ , & L , L V P ^ ^ ,",neutral
highlight of my day was buying my ticket to see Ferry Corsten and Markus Schulz @ClubGlow November 10th #TranceFamily,N P D N V V D N P V ^ ^ & ^ ^ @ ^ $ #,positive
"@kevindixie you may as well write "" ooooh look I got some free stuff "" Dixie your such a ponce !","@ O V R R V , ! V O V D A N , ^ D A D N ,",objective
"I'm going to North Mississippi Allstars at Neighborhood Theatre in Charlotte , NC - Sep 21 http://t.co/DfaVMy3L","L V P ^ ^ ^ P ^ ^ P ^ , ^ , ^ $ U",objective
"yay ~ payday today , and i'll be in austin tomorrow nite to see leonard cohen !!! i gotsa four ~ day weekend on my hands !! happy fukn Halloween !!","! , N N , & L V P ^ N N P V ^ ^ , O V $ G N N P D N , A A ^ ,",positive
I wonder what really went down the night Meredith was murdered in the Amanda Knox trial .,"O V O R V P D N ^ V V P D ^ ^ N ,",positive
Proper buzzing to watch The Vow with @_courtssx tomorrow ;),A V P V D N P @ N E,positive
i can talk about Malcolm X all day ... like when i got kicked outta school in 8th and 9th grade for being too radical about Black Panthers,"O V V P ^ E D N , P R O V V P N P A & A N P V R A P ^ ^",negative
@HavokGrimey yes . Mexico .! im not from nikaragua . lma0 . i swear idk were yu got that from .. im not even dark .! on the 17th( =,"@ ! , ^ , L R P ^ , ! , O V L V O V O P , L R R A , P D $ ,",positive
